id,city,type,squareMeters,Size of Apartment,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
e06b6e2bf18ba6e783f83ea51dabb313,krakow,blockOfFlats,40.76,Medium,2,,3,2020,50.0794423,19.9027791,3.7,10,0.567,1.077,0.276,0.416,0.039,0.926,0.22,condominium,,,yes,no,no,yes,no,2400
d095770ee96e4d4b8b67054155e057de,lodz,apartmentBuilding,40.8,Medium,2,1,6,2023,51.74450025,19.44588505,4.16,1,0.645,1.631,1.133,0.693,0.485,0.67,0.827,condominium,brick,premium,yes,yes,yes,no,no,2600
0efd3a9733bd5d5d7934ca69f095f71f,lodz,apartmentBuilding,40.8,Medium,2,1,6,2023,51.7439794,19.4465195,4.21,1,0.575,1.694,1.077,0.644,0.483,0.681,0.899,condominium,brick,premium,yes,yes,yes,no,no,2600
1faed739485116da9144ed7c1c4038a5,warszawa,,40.8,Medium,2,4,6,2012,52.22908,21.07844,5.11,23,0.159,0.858,0.051,0.174,0.041,0.704,0.118,condominium,,,no,yes,no,no,no,3900
793bc48c7a607f68233cdd064a9a9f66,krakow,blockOfFlats,40.8,Medium,2,,4,2006,50.0209343,19.9040613,4.54,17,1.002,0.113,0.289,0.128,0.115,2.752,0.095,condominium,brick,,no,no,,no,no,2100
07a5db7c24cd5722a63d272ef1272c7f,warszawa,apartmentBuilding,40.81,Medium,2,1,5,2022,52.2657827,21.0410548,4.57,10,0.299,0.728,0.465,0.046,0.306,0.923,0.03,condominium,brick,,yes,yes,yes,no,no,4500
09b0827b7d0f49f267175aa864dfd32a,warszawa,blockOfFlats,40.94,Medium,2,5,7,2021,52.20454,20.88167,8.84,11,0.867,1.984,1.295,0.051,0.012,4.931,0.256,condominium,,,yes,yes,yes,no,no,2500
fae75a70a3d30e94e9ae10bfbd2aaff0,krakow,blockOfFlats,41,Medium,2,1,4,2024,50.0121,19.8904,5.9,7,0.464,0.805,0.768,0.301,0.269,4.058,0.273,condominium,,,yes,yes,yes,no,no,2900
ff6705b0278d02affe0db7838ee3a78b,krakow,blockOfFlats,41,Medium,2,1,4,2023,50.0855,19.962,3.76,17,0.431,0.265,0.182,0.309,0.166,2.3,0.194,condominium,,premium,yes,yes,yes,no,yes,2850
df389889923c04fe10567e88f5c641d3,krakow,apartmentBuilding,41,Medium,2,3,4,2023,50.08551545,19.96243108,3.77,17,0.412,0.281,0.163,0.288,0.154,2.32,0.175,condominium,brick,premium,yes,yes,yes,no,no,3500
28717e5090c6be861f56a03c24d7468c,krakow,,41,Medium,2,1,5,2023,50.04531,19.99253,4.02,2,0.072,0.687,0.545,0.423,0.584,1.271,0.753,condominium,,,no,no,no,no,no,2600
c3c5070a3c7b63ebed82d5bcaf73b761,krakow,blockOfFlats,41,Medium,2,,5,2023,50.1020209,19.9584127,5.39,6,0.434,1.071,0.508,0.065,0.328,2.889,0.481,condominium,,,yes,yes,no,no,no,3100
b8a42ef5ee4e6760222df04bd387b92d,krakow,blockOfFlats,41,Medium,2,1,4,2023,50.06389036,19.96973667,2.43,20,0.341,0.492,0.614,0.176,0.153,0.567,0.317,condominium,,premium,yes,yes,yes,no,no,3000
5ea23350e52c12b89e01759b329e7edc,poznan,apartmentBuilding,41,Medium,2,3,3,2023,52.40259262,16.86087638,5.1,11,0.394,0.342,0.33,0.763,0.226,2.441,0.223,condominium,brick,premium,yes,no,,no,no,3500
29d34662ae1bc0ddd484dbe8ef7a002f,poznan,apartmentBuilding,41,Medium,2,1,4,2023,52.4464928,16.95621948,4.51,4,0.579,0.149,0.14,0.225,0.577,3.722,0.425,condominium,brick,,yes,yes,yes,no,no,2200
d1e4cb63f1d98f17634079ee62ea10da,poznan,,41,Medium,2,5,6,2023,52.40813,16.90812,1.86,40,0.3,0.753,0.408,0.225,0.052,0.542,0.314,condominium,,,no,no,yes,no,no,3200
06305a3f67511fd995c8525a28c179b9,poznan,apartmentBuilding,41,Medium,2,2,5,2023,52.40735,16.97861,2.92,2,0.678,1.191,0.605,0.566,0.294,0.904,0.28,condominium,brick,,yes,yes,yes,no,no,2499
383ff0d590f0e4a81c585efca08e08bc,lodz,apartmentBuilding,41,Medium,2,2,5,2023,51.74871,19.46743,3.75,10,0.292,0.454,0.854,0.141,0.235,0.683,0.469,condominium,brick,,yes,yes,yes,no,yes,2300
b9cd41a3aaf8d6d3bcc2f85b5cbb1f19,warszawa,apartmentBuilding,41,Medium,2,,4,2023,52.2233,20.89621,7.37,7,0.417,0.527,0.294,0.319,0.108,3.335,0.295,condominium,brick,,no,yes,yes,no,no,3600
1a336bc877b759313e570c637b5573ff,warszawa,apartmentBuilding,41,Medium,2,3,6,2023,52.230189,20.9629397,2.77,18,0.219,0.232,0.468,0.177,0.194,1.261,0.42,condominium,brick,,no,yes,yes,no,no,3500
810aa1c0e2aed024cde0151b09755f84,bydgoszcz,blockOfFlats,41,Medium,2,,,2023,53.14274043,17.95030855,4.08,0,0.859,1.18,0.983,0.763,1.145,0.814,0.948,condominium,,premium,yes,yes,yes,yes,no,2150
4ea4d7436426950e717b4b74a950a3e9,krakow,blockOfFlats,41,Medium,2,3,8,2022,50.09578101,19.96991974,5.03,8,0.441,1.014,0.218,0.477,0.32,2.364,0.358,condominium,,premium,yes,yes,yes,no,no,2500
302b910502d995eda248ddf2dca26115,krakow,blockOfFlats,41,Medium,2,1,3,2022,50.1033685,19.92556215,5.42,0,1.137,1.553,0.928,0.551,0.98,2.224,0.77,condominium,,premium,no,no,yes,no,no,2700
0872ca68f4d370ee0b50f73a502804e6,krakow,apartmentBuilding,41,Medium,2,10,13,2022,50.078938,19.892271,4.22,13,0.323,0.59,0.493,0.312,0.107,0.696,0.226,condominium,brick,,yes,yes,yes,no,no,2900
cb330908a6e58d640e4f7809b12f2bba,krakow,blockOfFlats,41,Medium,2,1,10,2022,50.0784863,19.8940399,4.09,11,0.304,0.726,0.398,0.316,0.155,0.624,0.161,condominium,,premium,yes,yes,yes,no,yes,3000
a667f6b479450c97eb71e18c3386c75b,wroclaw,apartmentBuilding,41,Medium,2,3,5,2022,51.11753236,17.05116749,1.67,25,0.246,0.177,0.131,0.392,0.126,0.821,0.104,condominium,brick,,yes,no,yes,no,no,2900
2e513ddbec2edbf084adb5c3829b6dff,wroclaw,apartmentBuilding,41,Medium,2,4,8,2022,51.1277,16.9832,3.76,26,0.017,0.211,0.482,0.039,0.458,0.066,0.467,condominium,brick,,no,no,yes,no,no,2700
ca61e52f988fba97343d71e614fdef88,warszawa,,41,Medium,2,1,6,2022,52.30939,21.02403,8.75,3,0.476,2.185,1.85,0.47,0.775,4.362,0.985,condominium,,,no,no,yes,no,no,2900
b99b623e0308e9afbfa795f08f82fae1,warszawa,,41,Medium,2,,5,2022,52.2538,21.07118,5.22,11,0.426,0.946,1.041,0.368,0.206,0.934,0.42,condominium,,,no,yes,no,no,no,3500
832d35e808a684d234857c9207b82959,krakow,,41,Medium,2,,7,2021,50.09961,20.01671,7.45,19,0.083,0.808,0.375,0.12,0.257,1.253,0.162,condominium,,,no,no,yes,no,no,2650
bb4797729bb6ab2bee551b16c9e154c3,poznan,blockOfFlats,41,Medium,2,2,4,2021,52.4563192,16.8862122,6.34,2,0.661,1.244,0.507,0.544,0.459,2.665,0.297,condominium,,premium,no,no,yes,no,no,2500
cd4cb10b809d530aff93e990bf6b951b,gdansk,blockOfFlats,41,Medium,2,4,4,2021,54.3442978,18.5336116,7.85,1,1.641,1.57,0.208,0.678,0.594,4.758,0.997,condominium,brick,premium,no,yes,yes,no,yes,2300
c3205c7fdac00dcf9f7a9bdccc7dbd86,wroclaw,apartmentBuilding,41,Medium,2,1,1,2021,51.1149626,17.0250451,0.58,29,0.504,0.366,0.483,0.491,0.207,0.548,0.432,condominium,brick,,no,yes,yes,no,no,3800
8c3278549b0b53d10e30118bdc47713d,warszawa,apartmentBuilding,41,Medium,2,2,4,2021,52.2005618,20.9628778,4.44,17,0.179,0.946,0.583,0.073,0.239,1.607,0.223,condominium,brick,,yes,yes,yes,no,no,3800
6ec72f507b2a528a4464bb573de6ae70,gdansk,blockOfFlats,41,Medium,2,2,4,2020,54.34452,18.53478,7.77,1,1.694,1.619,0.152,0.656,0.565,4.741,1.028,condominium,brick,,no,yes,yes,yes,no,2300
315a21f7d54beaf2703202ff525ffae5,wroclaw,blockOfFlats,41,Medium,2,1,3,2020,51.1135124,17.1224221,6.47,7,1.383,3.712,1.87,0.148,0.459,3.444,0.477,condominium,,,yes,yes,no,no,no,2500
fc1fa4e453f42f0dac694eae9fc229ac,warszawa,apartmentBuilding,41,Medium,2,1,4,2020,52.1595,20.9959,8.05,13,1.187,0.352,0.434,0.262,0.381,3.426,0.487,condominium,brick,premium,yes,yes,yes,yes,yes,3200
66b15f2a79982bf423937b40fad66026,krakow,apartmentBuilding,41,Medium,2,3,9,2019,50.07994538,19.92308187,2.95,18,0.314,0.821,0.208,0.059,0.217,0.632,0.217,condominium,brick,premium,yes,yes,yes,yes,no,3250
48251dad700ba3d5cfb00ff473f5193b,poznan,apartmentBuilding,41,Medium,2,3,6,2019,52.411531,16.9349657,0.41,87,0.29,0.589,0.304,0.346,0.12,0.382,0.284,condominium,brick,premium,yes,yes,yes,no,no,2715
566a045c8dbcec23bebb92ece0d16fe9,gdansk,,41,Medium,2,9,12,2019,54.3782,18.5964,4.94,19,0.128,0.24,0.178,0.277,0.138,0.694,0.339,condominium,,,yes,no,yes,yes,no,2600
f7884e241d1a191db55127bd28351eeb,wroclaw,apartmentBuilding,41,Medium,2,2,8,2019,51.1185898,17.0227808,1,12,0.309,0.412,0.832,0.289,0.313,0.663,0.481,condominium,brick,,yes,yes,yes,no,no,3600
017281cadbd0e3dbf9cc61b0d4b8af71,warszawa,apartmentBuilding,41,Medium,2,1,3,2019,52.35086033,21.04253054,13.51,3,1.279,,1.003,0.154,0.745,,0.538,condominium,brick,,no,no,yes,no,no,2800
a22ecf790cdcec6f73a59afffc7efac5,krakow,apartmentBuilding,41,Medium,2,5,5,2018,50.02198089,19.91842245,3.97,4,0.49,0.615,0.564,0.292,0.504,2.45,0.567,condominium,brick,,no,no,yes,no,no,2600
0270e6423622bbe8799df6355d5a1a5a,gdansk,blockOfFlats,41,Medium,2,4,4,2018,54.34912245,18.59461291,3.88,6,0.4,0.455,0.538,0.558,0.254,3.398,0.385,condominium,,premium,yes,yes,yes,no,no,2900
78c1ed7f74357a7728776dc8d22a8708,wroclaw,apartmentBuilding,41,Medium,2,5,7,2018,51.1164927,17.0263339,0.69,17,0.331,0.182,0.598,0.306,0.029,0.723,0.453,condominium,brick,premium,yes,yes,yes,no,no,3500
4ebc2c1af8eed695da2b21c2bb370fdf,rzeszow,blockOfFlats,41,Medium,2,4,6,2018,50.01193573,22.009744,2.86,6,0.931,2.021,1.071,0.454,0.423,1.184,0.392,condominium,,,yes,no,yes,no,yes,2000
2cb3169a3e90b9d7af70db519e79aee2,lodz,,41,Medium,2,1,10,2018,51.7747125,19.4967671,2.99,7,0.311,1.51,1.279,0.588,0.481,0.332,0.57,condominium,,,no,no,yes,no,no,1470
b27a7e8b149d7ad0bec06760bef24737,warszawa,apartmentBuilding,41,Medium,2,2,4,2018,52.2224,21.01513,1.3,111,0.199,0.143,0.18,0.138,0.011,0.211,0.095,condominium,brick,,no,yes,yes,no,no,4800
5f5543f06537eeb0bebdc0d96e2b0b07,warszawa,apartmentBuilding,41,Medium,2,6,6,2018,52.2343875,20.9912067,0.89,91,0.246,0.252,0.271,0.279,0.045,0.861,0.11,condominium,brick,,yes,yes,yes,yes,no,4999
7b1d71e30289aaca81d8b76813ef2535,warszawa,apartmentBuilding,41,Medium,2,5,7,2018,52.24978,21.03197,2.79,27,0.11,1.048,0.072,0.204,0.116,0.786,0.275,condominium,brick,,yes,yes,yes,no,no,4200
f903086b44d585a0c68ccfd96e979b0a,warszawa,apartmentBuilding,41,Medium,2,7,8,2018,52.2332436,20.9693057,2.34,36,0.309,0.221,0.209,0.305,0.113,1.794,0.061,condominium,brick,,no,yes,yes,yes,no,3500
93c24379f40e4bb327bb9423ad98b630,warszawa,apartmentBuilding,41,Medium,2,,6,2017,52.16261,20.9925907,7.72,11,1.089,0.027,0.716,0.122,0.036,3.373,0.086,condominium,brick,premium,yes,no,yes,no,no,3000
046b70af5ddbfdac01c428e39409370d,warszawa,blockOfFlats,41,Medium,2,2,3,2017,52.2765657,21.08378702,7.4,7,1.145,2.221,1.076,0.548,0.194,0.849,0.129,condominium,,premium,yes,yes,yes,no,no,2600
6eb25ad76d30f48204873efa90c5e4d9,warszawa,apartmentBuilding,41,Medium,2,5,6,2017,52.169167,21.031389,7.21,8,0.361,0.928,0.6,0.203,0.611,2.554,0.394,condominium,brick,premium,no,yes,yes,no,no,3800
9ef0ba3640ac1cbac6b45a42d28092a0,warszawa,apartmentBuilding,41,Medium,2,6,6,2016,52.2292276,21.07608576,4.95,19,0.32,0.939,0.198,0.072,0.1,0.543,0.121,condominium,brick,premium,yes,yes,yes,no,no,2900
f7f1920f0f795151f324a0ea2a19c3da,warszawa,,41,Medium,2,1,8,2016,52.2264164,21.0776355,5.08,20,0.358,1.14,0.345,0.231,0.18,0.716,0.218,condominium,,,yes,no,yes,no,no,2250
f2b13b0c32df1d4da4391d76b4a92461,warszawa,apartmentBuilding,41,Medium,2,1,6,2016,52.22858108,20.97239657,2.15,23,0.146,0.569,0.712,0.199,0.123,1.578,0.068,condominium,brick,premium,yes,yes,yes,yes,yes,5500
d5aaca1a76c1da334d59058df6827ebf,gdansk,,41,Medium,2,4,7,2015,54.3547,18.5799,4.87,11,0.462,0.692,0.136,0.169,0.087,3.211,0.38,condominium,,,no,yes,no,yes,yes,2900
93af001fdd3e3db2ef10d5e9686929d4,warszawa,apartmentBuilding,41,Medium,2,6,7,2015,52.1735,20.9994,6.48,29,0.166,0.046,0.422,0.37,0.018,2.099,0.096,condominium,brick,,yes,yes,yes,yes,no,3600
1670051ce33ee3fcaa9bfeb839b2790f,krakow,apartmentBuilding,41,Medium,2,3,5,2014,50.091,19.9891,5.37,9,0.101,2.215,0.329,0.464,0.326,0.993,0.032,condominium,brick,,yes,yes,yes,no,no,3200
ac57123b5bc9977f7ddd31e4218646f1,warszawa,blockOfFlats,41,Medium,2,5,8,2014,52.2284794,21.0759087,4.94,20,0.336,1.011,0.233,0.156,0.078,0.536,0.086,condominium,,,yes,yes,yes,no,no,3400
cbe84d9ebcfc3720757fa5cc6f7fe9ae,krakow,apartmentBuilding,41,Medium,2,2,4,2013,50.09404513,19.9288559,4.36,18,0.181,0.525,0.288,0.108,0.455,1.168,0.081,condominium,brick,,no,yes,yes,no,no,2800
c95dea57b1196a886dc8f76d3e6dc3a7,lodz,apartmentBuilding,41,Medium,2,2,4,2013,51.7623451,19.4578512,2.14,59,0.073,0.376,0.646,0.195,0.077,0.681,0.305,condominium,brick,,no,no,yes,no,no,2000
e4bd0ce376f0d5831ab2472a71e29485,lodz,apartmentBuilding,41,Medium,2,2,4,2013,51.7709492,19.4617189,1.27,41,0.31,0.717,0.17,0.032,0.195,0.807,0.18,condominium,brick,,no,no,yes,no,no,2000
6f9bdb87ef792eaba280d9a3cdd3034e,warszawa,blockOfFlats,41,Medium,2,1,2,2013,52.34358,21.05087,12.85,4,0.544,4.425,1.91,0.393,0.429,,0.44,condominium,,,no,yes,no,yes,no,2800
2c0afcf50b675d1b35f0cdf04a384be4,warszawa,apartmentBuilding,41,Medium,2,1,6,2011,52.22237,20.93725,4.63,27,0.198,0.152,0.229,0.084,0.153,0.666,0.113,condominium,brick,,no,yes,yes,no,no,3500
55889f9af09aaffdd642d8c5b0809160,krakow,blockOfFlats,41,Medium,2,3,9,2010,50.104,20.0139134,7.64,7,0.546,1.334,0.183,0.167,0.054,1.48,0.235,condominium,,premium,yes,no,yes,no,yes,2300
77b4bc81ef32c22d3b78f8cf3ace8c63,warszawa,,41,Medium,2,,6,2010,52.24554,20.90204,7.08,9,1.058,0.552,0.81,0.118,0.384,2.605,0.372,condominium,,,no,no,yes,no,no,2550
42e4b78d8e89ea4fb16bc554e8bbd78f,warszawa,apartmentBuilding,41,Medium,2,4,6,2009,52.2551729,20.9939437,2.69,45,0.286,0.122,0.224,0.132,0.048,0.367,0.098,condominium,brick,,yes,yes,yes,no,no,4400
a4e860aa0668f1a9954dc07143cb4d43,krakow,blockOfFlats,41,Medium,2,1,4,2002,50.09404513,19.9288559,4.36,18,0.181,0.525,0.288,0.108,0.455,1.168,0.081,condominium,brick,,no,yes,no,no,no,2000
ac3184bcdae0d7a59ab497c1e6427b5c,warszawa,apartmentBuilding,41.04,Medium,2,2,3,2021,52.2121,21.1625,11.04,7,0.262,1.022,0.411,0.2,0.403,3.417,0.538,condominium,brick,,no,no,yes,yes,no,3200
1287a5b98c6311f411354eb09c73845b,warszawa,blockOfFlats,41.04,Medium,2,3,3,2020,52.3260077,21.0439177,10.84,3,0.267,3.966,0.753,0.144,0.757,5,0.652,condominium,brick,,yes,yes,yes,no,no,2750
5e30da257211639abbbab6259e91036a,lodz,apartmentBuilding,41.04,Medium,2,1,5,2012,51.75212175,19.46738512,3.38,9,0.465,0.514,0.779,0.146,0.479,0.793,0.165,condominium,brick,,yes,yes,yes,yes,no,2700
3180178ef4644ca707d85eb50ad5c6a4,poznan,blockOfFlats,41.1,Medium,2,1,5,2023,52.37837488,16.94613173,3.36,9,0.428,0.063,0.363,0.494,0.348,1.126,0.33,condominium,brick,premium,yes,yes,yes,no,no,2750
0d7a06b9d7abaa6db8d678e1ce28cf1b,krakow,blockOfFlats,41.1,Medium,2,6,6,2011,50.0904,19.9632,4.28,11,0.544,0.517,0.263,0.206,0.209,2.494,0.231,condominium,brick,,yes,yes,yes,no,no,2490
71e2f392dfa9df5b20ee75340bb6da76,wroclaw,,41.11,Medium,2,,2,2007,51.07048061,16.97527626,5.87,2,0.472,1.47,0.695,0.834,0.478,2.974,0.74,condominium,,,no,no,no,no,no,2300
553c5534fceccbe233d991a47e661b9c,wroclaw,,41.2,Medium,2,2,4,2023,51.1629494,17.1398913,9.63,0,0.625,1.419,0.573,0.612,0.973,2.276,0.564,condominium,brick,premium,no,yes,yes,no,no,2900
c3732352488c279060fea0516ccc2b28,warszawa,,41.2,Medium,2,3,6,2012,52.1325,21.0718,11.97,35,0.104,0.288,0.13,0.277,0.084,0.669,0.132,condominium,,premium,yes,yes,yes,yes,no,2800
1ee31556202b9e3e07c71c19ad2baf30,warszawa,apartmentBuilding,41.27,Medium,2,4,6,2018,52.2149299,20.9690149,3,23,0.125,0.266,0.377,0.266,0.056,0.156,0.072,condominium,brick,,yes,yes,yes,no,no,4000
c93339811118dd9d589b2056881d13df,lodz,apartmentBuilding,41.31,Medium,2,5,5,2020,51.7709492,19.4617189,1.27,41,0.31,0.717,0.17,0.032,0.195,0.807,0.18,condominium,brick,premium,no,no,yes,no,no,2200
9788d23313e9bb6ac22eaa6c38cf9f7b,gdansk,blockOfFlats,41.32,Medium,2,2,4,2018,54.37702,18.60127,4.62,34,0.081,0.366,0.216,0.262,0.254,0.427,0.297,condominium,,,no,yes,yes,no,no,3200
d7feb1822ba0374adf323bc61371f74c,warszawa,apartmentBuilding,41.36,Medium,2,1,3,2015,52.1570559,21.07165222,9.51,20,0.188,1.106,0.431,0.254,0.323,1.474,0.169,condominium,concreteSlab,premium,yes,no,yes,no,yes,3400
879f0a5f91c75d5143dfb3d19a984137,krakow,blockOfFlats,41.41,Medium,2,2,3,2022,50.0062612,20.015326,7.74,7,0.687,0.928,0.677,0.225,0.256,3.528,0.263,condominium,,premium,yes,yes,yes,no,no,2600
ad9e491d549ac0aaca62844f1c045b34,poznan,,41.47,Medium,2,4,7,2023,52.4084792,16.9074781,1.91,45,0.287,0.705,0.405,0.213,0.041,0.577,0.327,condominium,,premium,yes,yes,yes,no,no,3300
3d3f378aebce817f54bda037f9546ae1,wroclaw,apartmentBuilding,41.48,Medium,2,3,6,2023,51.1385,17.04533,3.28,2,0.813,1.04,0.679,0.114,0.716,1.861,0.578,condominium,brick,premium,no,yes,yes,no,no,3300
3bc0671cec7ce3bc4aea6a932e3bdb93,wroclaw,,41.48,Medium,2,1,6,2023,51.156974,17.0368205,5.17,2,1.326,1.152,0.866,0.04,0.661,3.049,0.542,condominium,,,no,yes,yes,no,no,3000
6dd23ef0969b9264331313150b9fec6e,poznan,blockOfFlats,41.49,Medium,2,4,4,2024,52.408941,16.92325307,0.84,65,0.116,0.767,0.386,0.054,0.042,0.503,0.07,condominium,brick,premium,no,no,,no,no,4239
ac73535e91b083a07b3516fe127e76ea,lodz,,41.5,Medium,2,2,4,2024,51.77124,19.47166,1.63,14,0.5,0.333,0.523,0.351,0.075,0.504,0.087,condominium,,,no,no,,no,no,1947
fc9af81e5bc5a899f121bad18087e791,warszawa,apartmentBuilding,41.5,Medium,2,5,7,2020,52.21900286,20.97841407,2.22,31,0.187,0.386,0.194,0.337,0.069,0.904,0.351,condominium,brick,premium,yes,yes,yes,yes,no,5000
2a0f914dab2f5b1de8f661ce9a7a0d7a,bialystok,apartmentBuilding,41.5,Medium,2,6,9,2018,53.1412913,23.1781477,2.37,18,0.228,0.551,0.275,,0.223,0.474,0.164,condominium,brick,premium,no,yes,yes,no,no,2200
69527523a8cc1334afbba2418870a8b5,lodz,blockOfFlats,41.55,Medium,2,3,3,2020,51.7457038,19.44983183,4,4,0.552,1.485,0.927,0.823,0.186,0.389,0.856,condominium,brick,,no,yes,yes,no,no,1800
d192d0eee402b9992e5240267a7aea2e,poznan,,41.6,Medium,2,,4,2024,52.4170387,16.9604894,1.97,6,0.454,1.479,0.803,0.14,0.203,1.009,0.447,condominium,brick,premium,yes,no,yes,no,no,2400
c388e37a5301d7b1d0854672666e78a3,warszawa,apartmentBuilding,41.6,Medium,2,6,7,2024,52.23229,20.96516,2.62,28,0.292,0.231,0.19,0.24,0.136,1.494,0.147,condominium,brick,,yes,yes,yes,no,no,4200
44ca764fde1d61fcf46cfe6cfe534435,gdansk,,41.6,Medium,2,3,7,2023,54.350309,18.63329,1.37,13,0.418,0.123,0.207,1.07,0.034,1.14,0.13,condominium,,,yes,yes,yes,yes,yes,3100
892cf39c79b25b37aa077d145ff9c82e,krakow,blockOfFlats,41.62,Medium,2,1,6,2020,50.081544,19.9161823,3.32,10,0.473,0.943,0.644,0.261,0.129,0.999,0.185,condominium,concreteSlab,premium,no,no,yes,no,no,3538
5d962bd4643600cf880dfe138fff4707,krakow,blockOfFlats,41.62,Medium,2,1,3,2016,50.0941,19.9025,5.02,4,0.927,0.749,0.945,0.158,0.463,2.28,0.284,condominium,brick,,yes,yes,yes,no,no,2900
c9ad34717df1a4ff1bfa4b087379def2,czestochowa,,41.8,Medium,2,4,4,2019,50.82804,19.09268,3.1,1,1.116,2.461,0.79,0.67,0.681,2.167,0.312,condominium,,,no,yes,no,no,no,2700
d85a2aa712141c6fbc43c4c28d442368,warszawa,,41.87,Medium,2,6,7,2024,52.2021,20.88566,8.68,12,0.49,2.075,1.152,0.306,0.372,4.839,0.637,condominium,,,no,yes,no,no,no,2900
a9d604a164229648ee3ad4cd1d7260cb,warszawa,apartmentBuilding,41.92,Medium,2,2,5,2022,52.2657827,21.0410548,4.57,10,0.299,0.728,0.465,0.046,0.306,0.923,0.03,condominium,brick,,yes,yes,yes,no,no,4500
ff45e893810f0b2e916416fa01fd6984,krakow,,41.97,Medium,2,5,6,2017,50.050532,19.967555,2.14,11,0.516,0.38,0.819,0.361,0.102,1.055,0.679,condominium,,,no,yes,yes,no,no,2999
2f42a0e9d9f4eb70eb703be92a50532f,katowice,blockOfFlats,42,Medium,2,2,9,2024,50.2428026,19.0302783,1.99,9,0.579,0.495,0.556,0.612,0.228,1.22,0.45,condominium,,premium,yes,yes,no,no,no,1950
a690f297984bafa6f77ec6df316dd0fd,warszawa,apartmentBuilding,42,Medium,2,3,5,2024,52.23169,20.96549,2.59,25,0.356,0.282,0.245,0.251,0.097,1.486,0.184,condominium,brick,,yes,yes,yes,no,no,4200
3f7dded7ffb509b6a297ece33a0c87ec,gdynia,apartmentBuilding,42,Medium,2,1,3,2023,54.50004594,18.53598899,2.34,11,0.438,0.711,0.249,0.278,0.228,0.904,0.425,condominium,brick,premium,yes,yes,yes,yes,yes,3700
b8bf9208ac67440c931cb315ff3a4544,krakow,blockOfFlats,42,Medium,2,,,2023,50.06322,19.93924,0.88,194,0.035,0.402,0.463,0.491,0.035,0.146,0.177,condominium,,premium,no,no,,no,no,2299
3c1d0939c999e67197f2468db99d138e,krakow,blockOfFlats,42,Medium,2,4,4,2023,50.0991,19.9824,5.79,1,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,,premium,no,yes,yes,no,no,2900
cc118ec43d0e444c2276b087df476add,krakow,apartmentBuilding,42,Medium,2,1,4,2023,50.08551545,19.96243108,3.77,17,0.412,0.281,0.163,0.288,0.154,2.32,0.175,condominium,brick,premium,no,yes,yes,no,no,2900
b831b841f0860f3eb2756c986859e05b,krakow,apartmentBuilding,42,Medium,2,1,2,2023,50.0840273,19.9332823,3.22,11,0.498,0.405,0.091,0.642,0.447,0.246,0.118,condominium,brick,premium,yes,yes,yes,no,no,3500
71693523c83a0a617b1ceac148328de6,krakow,apartmentBuilding,42,Medium,2,1,4,2023,50.08517,19.96661,3.88,27,0.282,0.485,0.22,0.199,0.238,2.306,0.219,condominium,brick,,no,yes,yes,no,no,3000
ed5446fea24179ff40bc7e870fa558e5,krakow,apartmentBuilding,42,Medium,2,2,4,2023,50.08551545,19.96243108,3.77,17,0.412,0.281,0.163,0.288,0.154,2.32,0.175,condominium,brick,premium,yes,yes,yes,no,no,2800
aebc2215d21be3d9f4f7149ce3d8303b,krakow,blockOfFlats,42,Medium,2,4,6,2023,50.0959509,19.9247837,4.62,10,0.42,0.877,0.484,0.348,0.368,1.425,0.279,condominium,,premium,no,yes,yes,no,no,2599
7ef21a5bba0f226422a5454b86d00c1a,krakow,apartmentBuilding,42,Medium,2,3,3,2023,50.08047095,19.94743062,2.87,8,0.548,0.664,0.473,0.399,0.307,1.297,0.492,condominium,brick,premium,yes,no,no,no,no,2999
9cf7502cc77b31970c0cc06e24f16365,poznan,,42,Medium,2,3,5,2023,52.3960146,16.9587301,2.05,24,0.51,0.693,0.172,0.286,0.14,1.632,0.135,condominium,,,yes,no,no,no,no,2900
2b42028b74faa7ba278f22d434f93ebf,poznan,apartmentBuilding,42,Medium,2,4,11,2023,52.4023,16.8605,5.13,11,0.405,0.37,0.356,0.784,0.267,2.402,0.248,condominium,brick,,yes,yes,yes,yes,no,2990
c1b51c3cfbf507cf391e81816de692e5,gdansk,blockOfFlats,42,Medium,2,1,3,2023,54.3067092,18.61272812,5.46,1,1.463,3.352,1.171,0.806,1.001,2.728,0.381,condominium,,,no,yes,yes,no,no,2350
3777a49c3506267525ffbf938158d22a,wroclaw,apartmentBuilding,42,Medium,2,1,7,2023,51.1299652,16.9908139,3.46,10,0.329,0.43,0.391,0.083,0.311,0.61,0.428,condominium,brick,,yes,yes,yes,no,no,3500
92b6880c1accd0b8e2ce0c2af192c3b8,warszawa,,42,Medium,2,1,8,2023,52.18932053,21.00272826,4.71,20,0.169,0.392,0.021,0.225,0.164,0.325,0.469,condominium,,premium,no,yes,yes,yes,no,6000
d7d6802eda41724e8f459663efede72a,warszawa,apartmentBuilding,42,Medium,2,3,6,2023,52.1997432,20.94455368,5.37,2,0.871,0.898,0.783,0.544,0.494,2.257,0.466,condominium,brick,premium,yes,no,yes,no,no,3200
